"","city","id","type","squareMeters","rooms","floorCount","buildYear","centreDistance","poiCount","schoolDistance","clinicDistance","postOfficeDistance","kindergartenDistance","restaurantDistance","collegeDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasSecurity","hasStorageRoom","price","population"
"4774","Lublin","8dcdd909b8c871858169ab48552e07e8","Blok mieszkalny",65,3,4,1965,3.4,25,0.084,0.409,0.561,0.177,0.37,0.65,0.344,"no","yes","no","no","yes",480000,331243
"4775","Lublin","7d1c9883e81b2506f4121d72a351f2a3","Blok mieszkalny",74.4,4,4,1993,3.88,6,0.65,2.386,0.669,0.239,0.593,2.103,0.134,"no","yes","no","no","yes",666000,331243
"4776","Lublin","56f3dae2b35c668504109da0e019ed55","Blok mieszkalny",48,2,6,1980,3.27,5,0.361,1.833,0.773,0.166,0.597,0.711,0.298,"no","yes","yes","no","yes",365000,331243
"4777","Lublin","937d6a89823347d32d05244c30d25180","Blok mieszkalny",37.5,2,2,1955,2.07,25,0.181,0.363,0.271,0.177,0.223,0.777,0.262,"yes","no","no","no","yes",299000,331243
"4778","Lublin","503f6a69d8e58a55cbaf26ff48010ff4","Blok mieszkalny",32.4,2,10,1975,3.75,8,0.118,1.579,0.047,0.107,0.094,1.097,0.793,"no","no","yes","no","yes",298000,331243
"4779","Lublin","12dbc90f8d4278c103ecc62ac560be4c","Blok mieszkalny",66.02,3,2,1976,1.12,46,0.096,0.524,0.538,0.105,0.081,0.246,0.159,"no","yes","no","yes","yes",699000,331243
"4780","Lublin","df4a5becc9ff34acb0ccb380f7d068c5","Blok mieszkalny",88,5,2,1950,1.26,13,0.274,0.548,0.989,0.139,0.132,0.528,0.07,"no","no","no","no","yes",480000,331243
"4781","Lublin","8502a53ac6e3bece661e8a09ee14bc97","Blok mieszkalny",45.28,3,4,1967,2.15,18,0.096,1.773,0.386,0.028,0.516,0.086,0.27,"no","yes","no","no","yes",365000,331243
"4782","Lublin","acb934df3f55077de3e5f186b4b661cc","Blok mieszkalny",48.7,3,10,1973,3.53,30,0.207,0.32,0.184,0.181,0.138,0.408,0.18,"no","yes","yes","no","yes",449000,331243
"4783","Lublin","da53cd9a51debe1274865af2a95cda68","Kamienica",94,3,3,1946,1.13,38,0.022,0.321,0.521,0.322,0.087,0.022,0.19,"yes","yes","no","yes","yes",760000,331243
"4784","Lublin","5fa5c5d2866eee5b2e86a3b1e738232e","Blok mieszkalny",73,4,4,1976,2.66,10,0.285,1.274,0.596,0.239,0.067,0.748,0.189,"no","yes","no","no","yes",449000,331243
"4785","Lublin","489155129e628e96d77a780dd8ab3e7e","Blok mieszkalny",60,3,4,2005,2.2,12,0.43,0.495,0.538,0.153,0.507,0.601,0.482,"yes","yes","yes","yes","no",690000,331243
"4786","Lublin","7aa30a0203cf94424f7610753667f62b","Blok mieszkalny",52,2,10,1987,4.29,14,0.256,0.821,0.2,0.214,0.414,0.98,0.193,"no","yes","yes","no","yes",440000,331243
"4787","Lublin","c7344cb70f687cd0fe4ba71a406d237a","Kamienica",90,3,3,1965,1.06,30,0.076,0.898,0.379,0.128,0.146,0.108,0.288,"no","yes","no","no","yes",829000,331243
"4788","Lublin","a175408dff134dfd3bff721fd4d5d09f","Blok mieszkalny",47,2,3,1960,3.69,11,0.218,1.565,0.456,0.153,0.048,1.333,0.123,"yes","no","no","no","yes",365000,331243
"4789","Lublin","b61d13b5d92ae8c056260c9a33f6940c","Blok mieszkalny",48.6,2,4,1993,3.9,19,0.488,1.579,0.313,0.166,0.167,1.421,0.069,"yes","yes","no","no","yes",420000,331243
"4790","Lublin","8e6480360a08794e4cdaf4d22ed0589d","Blok mieszkalny",53.3,2,3,1963,0.8,28,0.209,0.396,0.541,0.144,0.295,0.297,0.298,"no","yes","no","no","yes",395000,331243
"4791","Lublin","6357207c67c4e3da0a62cb1b2defee27","Blok mieszkalny",51.57,2,4,1970,1.79,14,0.193,0.465,0.545,0.138,0.187,0.569,0.461,"yes","no","no","no","yes",442000,331243
"4792","Lublin","918eb940fa3722d563af4f81e5b239a8","Blok mieszkalny",59.5,3,3,1991,5.02,14,0.256,1.429,0.935,0.045,0.235,0.299,0.198,"no","yes","no","no","yes",475000,331243
"4793","Lublin","54e2dc6f56ad9bcc65994e35872932cb","Apartamentowiec",60,3,3,2019,0.95,41,0.088,0.741,0.525,0.054,0.133,0.189,0.129,"no","yes","yes","no","no",720000,331243
"4794","Lublin","1b9ba2cdc847c88c6ded323a5bc589b2","Blok mieszkalny",48,3,4,1978,2.66,10,0.285,1.274,0.596,0.239,0.067,0.748,0.189,"yes","yes","no","no","yes",410000,331243
"4795","Lublin","94aab31011a90b5d888f90b42c33df23","Kamienica",48.9,2,2,1930,1.37,12,0.326,0.847,0.68,0.251,0.168,0.306,0.212,"no","no","no","no","yes",338900,331243
"4796","Lublin","168bd8d5a2990c1d96613b5133763646","Blok mieszkalny",59.88,3,5,2018,6.22,16,0.349,2.9,0.104,0.096,0.296,1.901,0.229,"no","yes","yes","no","yes",706584,331243
"4797","Lublin","edcdf2990ce7ca1556aed7bd66dcf885","Blok mieszkalny",49.5,3,2,1955,1.79,14,0.193,0.465,0.545,0.138,0.187,0.569,0.461,"no","yes","no","no","yes",419000,331243
"4798","Lublin","36f514978bdea2e89fd853ecd1a01d9b","Blok mieszkalny",78,3,4,1997,3.6,10,0.458,0.851,0.435,0.16,0.182,1.538,0.077,"no","no","no","no","yes",520000,331243
"4799","Lublin","bc9528a222caa8fd13068a840f013069","Blok mieszkalny",39,2,5,2014,6.63,11,0.334,3.279,0.33,0.281,0.598,2.175,0.376,"yes","yes","yes","no","yes",420000,331243
"4800","Lublin","6dc7f7666c8c475bd5b1cc9b99389e06","Blok mieszkalny",47,2,2,1959,2.73,19,0.385,0.897,0.301,0.11,0.307,0.396,0.208,"no","yes","no","no","yes",389000,331243
"4801","Lublin","5574eb56c99b329319940f3978299fc3","Blok mieszkalny",70,4,3,2014,6.2,19,0.492,2.821,0.183,0.117,0.289,1.742,0.092,"yes","no","yes","no","no",690000,331243
"4802","Lublin","87baee73e560fb52d1be0c64fc22d455","Blok mieszkalny",35.3,2,4,1969,1.45,11,0.144,1.141,0.214,0.072,0.763,0.965,0.33,"no","no","no","no","yes",277000,331243
"4803","Lublin","83c0574868f6f69a2f4c998f0919caec","Blok mieszkalny",39,2,10,1974,3.2,24,0.27,0.772,0.303,0.108,0.201,0.388,0.125,"no","yes","yes","no","yes",329000,331243
"4804","Lublin","42e9b00e8c71770275ef78178ea836d4","Blok mieszkalny",64.4,3,3,2002,3.92,22,0.326,0.996,0.342,0.074,0.422,1.012,0.333,"no","yes","no","no","yes",525000,331243
"4805","Lublin","05b08bffb8ddb7f75e4367573886f743","Blok mieszkalny",33.5,2,6,1980,3.36,9,0.392,1.627,0.662,0.137,0.063,0.993,0.125,"no","yes","yes","no","no",367900,331243
"4806","Lublin","756268883548152b22695a73e87156e4","Apartamentowiec",45.37,2,6,2022,6.24,15,0.324,2.942,0.133,0.118,0.315,1.959,0.278,"yes","no","yes","no","no",415000,331243
"4807","Lublin","a0e0f758cdc0f4a8b6c2572791338dcd","Blok mieszkalny",48.75,2,2,1953,2.1,25,0.182,0.466,0.304,0.123,0.114,0.808,0.291,"no","yes","no","no","yes",340000,331243
"4808","Lublin","c3c5e52f956a5953f7611338666f7501","Blok mieszkalny",50.45,2,3,1995,4.3,2,0.667,2.329,0.716,0.609,0.428,1.765,0.715,"no","yes","no","no","yes",370000,331243
"4809","Lublin","a6e1f3d27ac3a04041c19082e440c280","Blok mieszkalny",65.21,3,4,2013,3.9,9,0.731,1.862,1.124,0.214,0.338,2.186,0.275,"no","yes","yes","no","yes",589000,331243
"4810","Lublin","6dda348e7cbb2d5edab92c0bb38f5aeb","Blok mieszkalny",78,3,4,1998,3.04,16,0.144,0.852,0.423,0.292,0.282,0.96,0.349,"no","yes","no","no","yes",529000,331243
"4811","Lublin","c696987f7d62df14db17a482f5a549f7","Blok mieszkalny",32.47,1,4,1964,1.34,24,0.428,0.381,0.66,0.385,0.345,0.466,0.334,"no","no","no","no","yes",291000,331243
"4812","Lublin","6cb3378d2f62cd13d41fd271bda37fcb","Blok mieszkalny",35,2,10,1978,2.66,10,0.285,1.274,0.596,0.239,0.067,0.748,0.189,"no","yes","yes","no","yes",299000,331243
"4813","Lublin","33e9bb7055035503033bf9190a5f0a63","Blok mieszkalny",65,3,4,2013,4.23,5,0.649,1.875,0.518,0.387,0.587,2.406,0.493,"yes","yes","yes","no","yes",589000,331243
"4814","Lublin","c1b5b0349ee028493d64ed5651481175","Blok mieszkalny",48.97,2,3,2012,4.15,6,0.74,2.12,0.876,0.061,0.613,2.461,0.363,"yes","yes","yes","no","yes",435000,331243
"4815","Lublin","52778e7eca9f23a848c41ca7088baf6d","Blok mieszkalny",67,3,3,1980,0.97,49,0.16,0.66,0.489,0.11,0.088,0.19,0.073,"no","yes","no","no","yes",699000,331243
"4816","Lublin","e95c15dceee202757ec299d03524bdcc","Blok mieszkalny",62,4,4,1975,2.66,10,0.285,1.274,0.596,0.239,0.067,0.748,0.189,"no","yes","no","no","yes",440000,331243
"4817","Lublin","3c073817a2ffd6b49dade05d5f09d20f","Blok mieszkalny",67.93,3,2,1966,1.5,23,0.188,1.246,0.099,0.189,0.107,0.342,0.074,"no","no","no","no","yes",529000,331243
"4818","Lublin","d46add57a14e7082abf76fa771f317ae","Kamienica",78.6,3,3,1930,0.8,53,0.053,0.673,0.392,0.209,0.149,0.053,0.112,"yes","no","no","no","yes",559000,331243
"4819","Lublin","2efa1a198ab6ac3252e7a47f8bb2c50d","Blok mieszkalny",49.7,2,3,1951,2.62,5,0.543,0.924,1.128,0.32,0.091,0.584,0.35,"no","no","no","no","yes",340000,331243
"4820","Lublin","beba902ce798a00b8e4affbce1076b4f","Blok mieszkalny",49,2,4,1960,3.12,32,0.099,0.568,0.319,0.132,0.283,0.043,0.215,"no","yes","no","no","no",409000,331243
"4821","Lublin","543b6bd303bd34cea9a8c31b184f42c5","Blok mieszkalny",65.82,3,4,2008,2.2,5,0.462,1.507,0.886,0.39,1.031,0.542,0.536,"no","yes","no","no","yes",592000,331243
"4822","Lublin","cf49c915caf8854523dce9257817d2c3","Kamienica",53.08,3,3,1955,0.38,66,0.151,0.377,0.188,0.427,0.149,0.281,0.045,"no","no","no","no","yes",530000,331243
"4823","Lublin","3fb96b5735921a1c39ac98a489b99c0c","Apartamentowiec",46.73,3,4,1960,2.62,32,0.095,0.773,0.246,0.121,0.274,0.405,0.105,"no","yes","no","no","yes",352000,331243
"4824","Lublin","0bf95d421af16e5565d9225711ad9702","Apartamentowiec",57,3,3,2022,3.59,7,0.222,2.506,0.733,0.201,0.705,2.15,0.446,"yes","yes","yes","no","yes",499000,331243
"4825","Lublin","fb362577d728eecab3376cdd36830e53","Blok mieszkalny",72,3,4,1984,2.14,27,0.183,0.185,0.128,0.154,0.127,0.598,0.146,"no","yes","no","no","yes",559000,331243
"4826","Lublin","55dc2f3f0580f0ee206e414b697f711d","Blok mieszkalny",28.5,1,5,2020,6.63,11,0.334,3.279,0.33,0.281,0.598,2.175,0.376,"yes","yes","yes","no","yes",334900,331243
"4827","Lublin","3bde5ddb966a53da5e42d5604aa5ef75","Blok mieszkalny",60,2,3,1959,1.21,19,0.294,0.293,0.695,0.416,0.28,0.476,0.239,"no","no","no","no","yes",475000,331243
"4828","Lublin","9560ed6eafa55ef6e8f090ec43cc7f9b","Blok mieszkalny",72.9,4,4,1995,1.78,15,0.388,0.615,0.622,0.034,0.389,0.413,0.069,"no","yes","no","no","yes",499000,331243
"4829","Lublin","7fcfd08df0dbfa41228f1957c6bc8c25","Blok mieszkalny",49.9,2,3,2018,3.38,6,0.496,1.201,0.351,0.406,0.383,0.737,0.709,"no","yes","yes","no","no",460000,331243
"4830","Lublin","e26e4830945a772c61750161a625236c","Blok mieszkalny",47,2,3,1965,1.79,14,0.193,0.465,0.545,0.138,0.187,0.569,0.461,"no","no","no","no","yes",345000,331243
"4831","Lublin","facdbbfa346460732860aa8b364f993e","Blok mieszkalny",68,3,4,2017,6.36,14,0.351,2.97,0.162,0.035,0.311,1.859,0.062,"no","yes","yes","no","yes",639000,331243
"4832","Lublin","5fcfa16289de6312d145a52448ca01f1","Blok mieszkalny",60.3,3,4,1989,4,11,0.404,2.075,0.295,0.179,0.563,1.864,0.353,"no","no","no","no","yes",482000,331243
"4833","Lublin","cfed17cc5fb26e8e75a84fbf854bc257","Blok mieszkalny",100,4,7,1992,1.44,17,0.327,0.367,0.7,0.202,0.212,0.137,0.462,"no","yes","yes","no","yes",639000,331243
"4834","Lublin","e3dfd93e2eaf51ac8024e70ef0f94db3","Blok mieszkalny",54,2,4,1990,4.18,7,0.078,0.621,0.875,0.321,0.597,1.165,0.692,"no","yes","no","no","yes",420000,331243
"4835","Lublin","8a530c43c22a00a8680e1df5d7f72ed9","Blok mieszkalny",52.63,2,3,2009,3.35,5,0.493,1.165,0.395,0.432,0.415,0.735,0.63,"no","yes","yes","no","no",449990,331243
"4836","Lublin","1e70144d7e598b89e3c0e52d62765510","Blok mieszkalny",49.54,3,3,1953,2.05,24,0.118,0.187,0.316,0.217,0.212,0.612,0.186,"no","yes","no","no","yes",419000,331243
"4837","Lublin","1eebba3ef12b37efa2e72078ad22c20d","Blok mieszkalny",72,3,2,2000,4.37,9,0.537,0.772,0.472,0.253,0.453,0.714,0.178,"yes","yes","no","no","no",630000,331243
"4838","Lublin","3685f360c26b6e8811ebfa7c5ad4db3b","Blok mieszkalny",81.12,4,3,1991,1.89,17,0.454,1.567,0.479,0.104,0.109,0.734,0.141,"no","yes","no","no","yes",560000,331243
"4839","Lublin","c9c88fe145439197059564f08fcb56a6","Blok mieszkalny",62,3,4,1984,4.72,11,0.047,1.504,0.168,0.091,0.321,1.286,0.163,"no","yes","no","no","yes",395000,331243
"4840","Lublin","43126c389ae17e8223c7f026bd3b6e54","Blok mieszkalny",39.2,2,6,2006,2.09,20,0.277,0.203,0.343,0.032,0.328,0.467,0.195,"no","yes","yes","yes","no",329000,331243
"4841","Lublin","e1e6ef55e8540b00369e05affb55f54d","Blok mieszkalny",68.84,3,2,1951,1.01,24,0.195,0.988,0.406,0.245,0.284,0.186,0.374,"no","no","no","no","no",650000,331243
"4842","Lublin","ba295175a5f83a0060ff6e79e51bbbf3","Blok mieszkalny",41.28,2,4,1965,2.62,19,0.117,1.096,0.089,0.209,0.414,0.688,0.068,"no","no","no","no","yes",359000,331243
"4843","Lublin","f7122984acd32f359bf481f785370991","Blok mieszkalny",72.2,4,4,1978,1.68,19,0.419,1.285,0.349,0.053,0.103,0.533,0.167,"no","yes","no","no","yes",629000,331243
"4844","Lublin","7bc97ec96e7efac9ea76663b05b4c2da","Blok mieszkalny",69,3,4,2011,2.66,10,0.285,1.274,0.596,0.239,0.067,0.748,0.189,"no","no","yes","no","no",689000,331243
"4845","Lublin","9f686d3709a530b91cc20d93259ed869","Blok mieszkalny",55.41,3,4,2015,5.17,8,0.468,3.216,0.985,0.121,0.085,2.652,0.317,"no","yes","yes","no","yes",524000,331243
"4846","Lublin","f3f182e453828f0cbf3a65e018698406","Blok mieszkalny",56.91,3,3,2023,6.63,11,0.334,3.279,0.33,0.281,0.598,2.175,0.376,"no","yes","yes","no","yes",456000,331243
"4847","Lublin","1abc88779144d8084ddea8daa2ad6f84","Blok mieszkalny",49.2,3,4,1980,3.31,13,0.244,1.53,0.318,0.16,0.354,1.182,0.242,"yes","yes","no","no","yes",459888,331243
"4848","Lublin","6189dd334e23cb79ac11de77761cecd4","Blok mieszkalny",48.5,2,3,2012,6.63,11,0.334,3.279,0.33,0.281,0.598,2.175,0.376,"no","yes","no","no","yes",435000,331243
"4849","Lublin","f55925ee724ac4fceb99755d7c056935","Blok mieszkalny",60,3,4,1997,2.89,16,0.332,0.811,0.204,0.247,0.159,0.762,0.123,"no","yes","no","no","yes",489000,331243
"4850","Lublin","2fe5291d14ea5f68eeaed5ed0a7c4b92","Blok mieszkalny",59,4,11,1976,1.19,32,0.072,0.306,0.929,0.244,0.284,0.293,0.087,"no","yes","yes","no","yes",450000,331243
"4851","Lublin","3d3272387a4ef0521145911ccc2dc908","Blok mieszkalny",49,3,4,1968,3.51,22,0.145,0.213,0.578,0.152,0.351,0.57,0.164,"no","yes","no","no","yes",429000,331243
"4852","Lublin","2d95837f03f121f03044793df6d11b9e","Blok mieszkalny",52.89,2,10,2019,1.84,23,0.175,0.38,0.368,0.216,0.251,0.324,0.295,"no","no","yes","no","no",659000,331243
"4853","Lublin","4ec778b33b72a74ea333beac48dacbca","Blok mieszkalny",51.14,3,4,2023,5.47,7,0.356,3.472,1.323,0.379,0.331,2.91,0.471,"no","yes","yes","no","no",542000,331243
"4854","Lublin","752ee756b46c8105316520cf2ceb3a61","Blok mieszkalny",38,2,10,1970,3.21,21,0.351,0.845,0.365,0.188,0.209,0.472,0.207,"no","no","yes","no","yes",329000,331243
"4855","Lublin","dee3a28f43dfbe984821ee9193b2e242","Blok mieszkalny",63.9,3,4,1994,2.31,15,0.101,1.153,1.676,0.091,0.533,0.423,0.234,"no","yes","no","no","yes",539000,331243
"4856","Lublin","192e8030393f9891c8e47068488c7bef","Kamienica",34,2,3,1952,3.56,14,0.071,1.394,0.362,0.386,0.228,1.094,0.203,"no","yes","no","no","yes",330000,331243
"4857","Lublin","be05a4c5a20ae1c9cf076337e629fc01","Kamienica",54,3,3,1952,3.56,14,0.071,1.394,0.362,0.386,0.228,1.094,0.203,"no","yes","no","no","yes",440000,331243
"4858","Lublin","e6f18f11306e2f679b93a0191a2103bf","Kamienica",41.5,2,3,1952,3.56,14,0.071,1.394,0.362,0.386,0.228,1.094,0.203,"no","yes","no","no","yes",360000,331243
"4859","Lublin","72717000cda4abb1b899566c799975ad","Blok mieszkalny",77.1,4,10,1993,3.79,15,0.583,1.54,0.307,0.213,0.196,1.349,0.06,"no","yes","yes","no","yes",499000,331243
"4860","Lublin","3cd441227bc97bdfd42e3735437e91ce","Kamienica",34,2,3,1952,3.56,14,0.071,1.394,0.362,0.386,0.228,1.094,0.203,"no","yes","no","no","yes",330000,331243
"4861","Lublin","931a0f9fef66d781fd41c54d7e1bb01a","Blok mieszkalny",76,3,4,1960,0.56,76,0.132,0.628,0.321,0.448,0.127,0.224,0.239,"yes","yes","no","no","yes",580000,331243
"4862","Lublin","15a6b39beb5d0cee537cce3cb12a1dbd","Blok mieszkalny",112.1,4,2,2023,5.7,0,0.788,3.239,1.231,0.618,1.516,3.897,0.737,"no","no","no","no","no",840750,331243
"4863","Lublin","c224d38f375f19ced0d31b1273313ca1","Blok mieszkalny",108.36,4,2,2023,5.7,0,0.788,3.239,1.231,0.618,1.516,3.897,0.737,"no","no","no","no","no",856000,331243
"4864","Lublin","9d3a9b7172b5fb6440e8c80b38d8616e","Blok mieszkalny",74.4,4,4,1992,3.67,9,0.514,2.343,0.541,0.291,0.483,2.02,0.161,"no","yes","no","no","yes",666000,331243
"4865","Lublin","725f494f828cbb95e28caadc98ae6817","Blok mieszkalny",90,3,3,1965,1,32,0.039,0.783,0.476,0.019,0.094,0.207,0.174,"yes","yes","no","no","yes",830000,331243
"4866","Lublin","566b4fe3c6e485bb746abafe83b54786","Blok mieszkalny",61.64,3,4,2012,3.78,2,1.289,2.444,0.242,0.826,0.839,1.524,0.291,"yes","yes","yes","no","no",585000,331243
"4867","Lublin","fb4d543d8c249d8502b5d1937f6aa668","Blok mieszkalny",57.9,4,10,1976,2.66,10,0.285,1.274,0.596,0.239,0.067,0.748,0.189,"no","yes","yes","no","yes",399000,331243
"4868","Lublin","83e37ceb256633858b85b31bf396dca1","Blok mieszkalny",87.6,4,4,1992,0.54,44,0.202,0.531,0.36,0.253,0.072,0.434,0.042,"no","yes","no","no","yes",659000,331243
"4869","Lublin","578f95effd7019ad23b9bde20a4fa41c","Blok mieszkalny",74,3,3,1965,2.26,46,0.078,0.949,0.281,0.142,0.264,0.429,0.099,"no","no","no","no","yes",485000,331243
"4870","Lublin","e62160e4703d435cb1023083ac8d4a50","Blok mieszkalny",64.8,3,3,2016,5.75,10,0.287,3.756,0.403,0.068,0.248,2.672,0.412,"no","yes","yes","no","yes",569000,331243
"4871","Lublin","4cd2b59ff009668d1ad7ad0c72554ebc","Blok mieszkalny",74.5,4,4,1994,3.92,22,0.326,0.996,0.342,0.074,0.422,1.012,0.333,"no","yes","no","no","yes",666000,331243
"4872","Lublin","507e43b96e9e2e104d57458e16e4d1c6","Blok mieszkalny",77.1,4,2,1991,4.74,13,0.305,1.384,0.239,0.235,0.054,1.021,0.234,"no","yes","no","no","yes",579000,331243
"4873","Lublin","9d32a39a58e101226aa0b846c8fb6edf","Blok mieszkalny",90,3,3,1965,0.95,41,0.088,0.741,0.525,0.054,0.133,0.189,0.129,"yes","yes","no","no","yes",830000,331243
"4874","Lublin","c84425d9078444e4119f87f46256d9df","Blok mieszkalny",90,3,4,1970,0.89,38,0.133,0.789,0.523,0.139,0.219,0.182,0.192,"yes","yes","no","no","yes",830000,331243
"4875","Lublin","f6baf4a675c2d7c0da63b4a1b0d1d2b9","Kamienica",90,3,3,1960,0.73,61,0.04,0.646,0.332,0.283,0.102,0.05,0.088,"no","yes","no","yes","yes",830000,331243
"4876","Lublin","df97553e1affe7e16cf86d9fa5a37914","Blok mieszkalny",94,4,4,2010,5.6,12,0.014,3.679,1.309,0.146,0.424,3.116,0.167,"no","yes","no","no","yes",669000,331243
"4877","Lublin","124ddb85a600ffa8f5dee7d85140d11d","Blok mieszkalny",62,3,4,1994,2.82,15,0.248,1.132,0.288,0.259,0.414,0.844,0.267,"yes","yes","no","yes","yes",527000,331243
"4878","Lublin","2a373530d6f523d504ab00783425243e","Blok mieszkalny",59,3,4,1995,3.92,22,0.326,0.996,0.342,0.074,0.422,1.012,0.333,"yes","no","no","no","yes",489000,331243
"4879","Lublin","2232336807a8290211b8c3b0e7439ecf","Blok mieszkalny",49,2,10,1970,1.64,13,0.156,1.733,0.323,0.082,0.623,0.644,0.321,"no","yes","yes","no","yes",367500,331243
"4880","Lublin","9141ae8bd7cc5220775c587320e7d78f","Blok mieszkalny",45,2,11,1980,2.96,7,0.415,1.549,0.708,0.222,0.743,0.395,0.096,"no","yes","yes","no","yes",399000,331243
"4881","Lublin","46c50d789a741a15498c7122b8f53f59","Blok mieszkalny",48.07,2,3,1998,2.72,4,0.446,1.133,1.308,0.53,0.109,0.784,0.563,"no","yes","no","no","yes",333000,331243
"4882","Lublin","b445d7910c0589f37e097b9bfffa18a7","Blok mieszkalny",62.91,3,4,1992,2.12,13,0.39,0.394,0.441,0.219,0.406,0.602,0.42,"no","yes","no","no","yes",475000,331243
"4883","Lublin","30ba037020b377de0e3855b311fca9ce","Blok mieszkalny",48.91,2,4,2022,4.33,0,1.061,2.298,1.19,1.194,1.026,1.267,1.013,"no","yes","yes","no","yes",465000,331243
"4884","Lublin","5c9665fed5b921f23cde289bb421f166","Apartamentowiec",64.5,2,13,2012,1.23,18,0.374,0.408,0.937,0.034,0.178,0.364,0.614,"no","yes","yes","yes","no",760000,331243
"4885","Lublin","17b70282d3e270079330ebf6c1092bbf","Blok mieszkalny",77,5,11,1993,3.79,15,0.57,1.555,0.319,0.197,0.205,1.364,0.062,"no","yes","yes","no","yes",499000,331243
"4886","Lublin","b6971a34015b37c94157a4435da83c7e","Blok mieszkalny",71.32,3,4,1996,3.57,20,0.445,0.446,0.153,0.291,0.258,1.427,0.163,"no","yes","no","no","yes",459500,331243
"4887","Lublin","affd0373c858a47373e30fe505d83000","Blok mieszkalny",44.93,3,3,1970,2.16,18,0.118,1.756,0.41,0.05,0.54,0.109,0.251,"no","yes","no","no","yes",380000,331243
"4888","Lublin","b4f0e4aa93c4f9503f7fe10e10a4f74a","Kamienica",67.95,3,4,1879,0.41,115,0.057,0.121,0.295,0.123,0.124,0.028,0.038,"no","no","no","no","yes",590000,331243
"4889","Lublin","894485da0a6dc8113efef7e7859b5114","Kamienica",38.93,2,2,1920,2.13,9,0.611,0.112,0.424,0.134,0.451,0.464,0.336,"no","yes","no","no","yes",355000,331243
"4890","Lublin","411d59888036932771401a66fc638f88","Blok mieszkalny",35,2,4,1968,1.5,12,0.12,1.471,0.145,0.282,0.714,0.694,0.194,"no","no","no","no","yes",289000,331243
"4891","Lublin","e56168715a8d71cdce9d0f642c69e32e","Blok mieszkalny",81.12,4,5,1990,0.86,60,0.095,0.572,0.362,0.215,0.053,0.097,0.055,"no","yes","no","no","yes",560000,331243
"4892","Lublin","c41fca23871d83959a8de18fe5a352c1","Blok mieszkalny",54.2,3,4,1970,0.98,56,0.233,0.536,0.435,0.087,0.059,0.235,0.127,"no","yes","no","no","yes",415000,331243
"4893","Lublin","9a632581654c4589376c96bcd0928d46","Blok mieszkalny",51,3,4,2000,3.92,22,0.326,0.996,0.342,0.074,0.422,1.012,0.333,"no","no","no","no","yes",299000,331243
"4894","Lublin","afe49dbf06a9272fbeb32ce0210ca5a5","Blok mieszkalny",62,3,4,1984,2.57,8,0.289,1.737,0.196,0.206,0.136,1.228,0.196,"no","yes","no","no","yes",519000,331243
"4895","Lublin","7e81918a9a12f418cd424eb23fd39c2c","Blok mieszkalny",72.5,4,10,1993,3.79,15,0.583,1.54,0.307,0.213,0.196,1.349,0.06,"yes","no","yes","no","no",555000,331243
"4896","Lublin","fec8cce7ee2aca2037f2c7c3a7f72685","Blok mieszkalny",65,3,4,1991,4.89,8,0.467,1.342,0.718,0.235,0.273,0.517,0.351,"no","yes","no","no","no",519000,331243
"4897","Lublin","0ed2bb7cdf832904604b9b49c38714f3","Blok mieszkalny",40.88,2,2,1958,2.48,11,0.251,0.553,0.841,0.104,0.431,0.28,0.04,"no","no","no","no","yes",335000,331243
"4898","Lublin","b1ab34468bccd4232ab1cfee000d8aa9","Blok mieszkalny",47.96,2,4,2013,3.14,12,0.34,0.97,0.274,0.354,0.342,0.694,0.521,"no","no","yes","yes","no",464000,331243
"4899","Lublin","973e394f5b6cbf20e15a495e09441368","Blok mieszkalny",74,3,4,1995,0.98,28,0.053,0.833,0.464,0.089,0.152,0.192,0.221,"yes","yes","no","no","yes",540000,331243
"4900","Lublin","deded5bc9386daffc22ba837cebd2ea1","Blok mieszkalny",49.24,2,3,1954,2.06,24,0.149,0.446,0.316,0.16,0.146,0.828,0.305,"no","yes","no","no","yes",359000,331243
"4901","Lublin","97872b2fced9140ba80b68daa6aefc20","Blok mieszkalny",48,3,10,1967,2.89,14,0.324,1.097,0.662,0.215,0.132,0.603,0.153,"yes","yes","yes","no","yes",420000,331243
"4902","Lublin","73a92eacb54d2d08e226802461c34cab","Blok mieszkalny",62,3,4,1984,2.91,12,0.448,2.035,0.335,0.237,0.371,1.583,0.33,"yes","yes","no","no","yes",510000,331243
"4903","Lublin","f6c88a52d7e768ec1f26fff43bbab6e2","Blok mieszkalny",58.95,4,4,1970,1.27,16,0.221,1.336,0.593,0.135,0.336,0.244,0.226,"no","yes","no","no","yes",449000,331243
"4904","Lublin","6d80608ed673716113a3d08fb2d51093","Blok mieszkalny",48.07,2,3,1970,4.3,2,0.667,2.329,0.716,0.609,0.428,1.765,0.715,"no","yes","no","no","yes",333333,331243
"4905","Lublin","54012578d7ae0fcfea6dc3bbed7edf93","Kamienica",33.87,2,2,1910,2.18,6,0.564,0.087,0.47,0.135,0.491,0.516,0.286,"no","no","no","no","yes",295000,331243
"4906","Lublin","d446ace4afb126b38c956c85000f5349","Kamienica",45.91,2,2,1910,2.18,6,0.564,0.087,0.47,0.135,0.491,0.516,0.286,"no","yes","no","no","no",395000,331243
